cog_id,root,clade_name,string_id,queryItem,cellular extravasation,cell junction organization,cell adhesion,extracellular matrix organization,epithelial to mesenchymal transition,regulation of metallopeptidase activity,metastasis suppressor
COG5059,37,Metamonada,ENSP00000368976,KIFC3,0,1,0,0,0,0,0
COG5253,37,Metamonada,ENSP00000357883,PIP5K1A,0,1,1,0,0,0,0
COG5076,37,Metamonada,ENSP00000263253,EP300,0,0,1,0,0,0,1
COG5076,37,Metamonada,ENSP00000378704,BRD2,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000264972,ZAP70,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000275815,EPHA1,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000281821,EPHA4,0,0,1,0,1,0,0
COG0515,37,Metamonada,ENSP00000317985,ROCK2,0,1,0,0,0,0,0
COG0515,37,Metamonada,ENSP00000324806,GSK3B,0,0,1,0,1,0,0
COG0515,37,Metamonada,ENSP00000332118,EPHB3,0,0,1,0,0,0,1
COG0515,37,Metamonada,ENSP00000337451,EPHA3,0,1,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000337825,LCK,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000343204,JAK1,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000346671,FYN,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000351209,EPHA2,0,1,0,0,0,0,0
COG0515,37,Metamonada,ENSP00000351905,TGFBR2,0,0,1,0,1,0,0
COG0515,37,Metamonada,ENSP00000358997,IRAK1,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000361423,ABL1,0,1,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000362680,SRC,0,1,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000364133,TGFBR1,0,0,0,1,0,0,0
COG0515,37,Metamonada,ENSP00000364907,SYK,0,0,1,0,0,0,1
COG0515,37,Metamonada,ENSP00000371067,JAK2,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000373574,ACVRL1,0,1,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000382697,ROCK1,1,1,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000391676,JAK3,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000430684,IKBKB,0,1,0,0,0,0,0
COG0515,37,Metamonada,ENSP00000431885,TYK2,0,0,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000451828,AKT1,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000481045,TESK1,0,0,1,0,0,0,0
COG0515,37,Metamonada,ENSP00000481994,EPHB6,0,0,0,0,0,0,1
COG5021,37,Metamonada,ENSP00000347883,PLEKHA7,0,1,0,0,0,0,0
COG5021,37,Metamonada,ENSP00000385450,MAGI1,0,0,1,0,0,0,0
COG5021,37,Metamonada,ENSP00000419465,WWTR1,0,0,0,0,1,0,0
COG5273,37,Metamonada,ENSP00000262096,ZDHHC2,0,0,1,0,0,0,1
COG0105,37,Metamonada,ENSP00000219302,NME3,0,0,0,0,0,0,1
COG0105,37,Metamonada,ENSP00000337060,NME1,0,0,0,0,0,0,1
COG0105,37,Metamonada,ENSP00000376889,NME2,0,0,0,0,0,0,1
COG5126,37,Metamonada,ENSP00000365227,AIF1,0,0,1,0,0,0,0
COG5126,37,Metamonada,ENSP00000479860,CIB1,0,0,1,0,0,0,0
KOG0594,37,Metamonada,ENSP00000265734,CDK6,0,0,1,0,0,0,0
COG2453,37,Metamonada,ENSP00000171887,TNS1,0,0,0,0,0,0,1
COG2453,37,Metamonada,ENSP00000226004,DUSP3,0,1,1,0,0,0,0
COG2453,37,Metamonada,ENSP00000355866,DUSP10,0,0,1,0,0,0,0
COG2453,37,Metamonada,ENSP00000361021,PTEN,0,1,1,0,1,0,1
COG2453,37,Metamonada,ENSP00000397459,DUSP22,0,1,1,0,0,0,0
COG0194,37,Metamonada,ENSP00000337907,MPP7,0,1,0,0,0,0,0
COG0194,37,Metamonada,ENSP00000345731,DLG1,0,1,0,0,0,0,0
COG0194,37,Metamonada,ENSP00000380150,CARD11,0,0,1,0,0,0,0
COG0639,37,Metamonada,ENSP00000326031,PPP1CA,0,0,1,0,0,0,0
COG0639,37,Metamonada,ENSP00000418447,PPP2CA,0,0,0,0,1,0,0
COG5032,37,Metamonada,ENSP00000289153,PIK3CB,0,0,1,0,0,0,0
COG5032,37,Metamonada,ENSP00000354558,MTOR,0,0,0,0,1,0,0
COG5194,37,Metamonada,ENSP00000273480,RNF7,0,1,1,0,0,0,0
COG0123,37,Metamonada,ENSP00000216271,HDAC10,0,0,0,0,0,0,1
COG0459,37,Metamonada,ENSP00000373620,HSPD1,0,0,1,0,0,0,0
COG1131,37,Metamonada,ENSP00000272895,ABCA12,0,0,1,0,0,0,0
COG5058,37,Metamonada,ENSP00000271688,CERS2,0,0,0,0,0,0,1
COG1084,37,Metamonada,ENSP00000354040,GTPBP4,0,0,1,0,0,0,0
COG5027,37,Metamonada,ENSP00000340330,KAT5,0,0,1,0,0,0,0
COG5027,37,Metamonada,ENSP00000406037,KAT8,0,0,0,0,1,0,0
KOG0660,37,Metamonada,ENSP00000311005,MAPK7,0,0,1,0,0,0,0
COG5198,37,Metamonada,ENSP00000355308,HACD1,0,0,1,0,0,0,0
KOG1721,37,Metamonada,ENSP00000285407,KLF10,0,0,0,0,0,0,1
KOG1721,37,Metamonada,ENSP00000363804,KLF4,0,0,1,0,0,0,1
KOG1721,37,Metamonada,ENSP00000369270,RREB1,0,0,1,0,0,0,0
KOG1721,37,Metamonada,ENSP00000384371,BCL6,0,0,1,0,0,0,0
KOG1721,37,Metamonada,ENSP00000402343,ZNF469,0,0,0,1,0,0,0
KOG1721,37,Metamonada,ENSP00000264808,PRDM5,0,0,0,1,0,0,0
COG0631,37,Metamonada,ENSP00000263212,PPM1F,0,1,1,0,0,0,0
COG0531,37,Metamonada,ENSP00000370128,SLC7A1,0,0,1,0,0,0,0
KOG0583,37,Metamonada,ENSP00000346148,PRKAA1,0,0,1,0,0,0,0
COG5599,37,Metamonada,ENSP00000283228,PTPRR,0,0,1,0,0,0,0
COG5599,37,Metamonada,ENSP00000334941,PTPRU,0,0,1,0,0,0,0
COG5599,37,Metamonada,ENSP00000340944,PTPN11,0,0,1,0,0,0,0
COG5599,37,Metamonada,ENSP00000352833,PTPN22,0,0,1,0,0,0,0
COG5599,37,Metamonada,ENSP00000357196,PTPRK,0,1,1,0,0,0,0
COG5599,37,Metamonada,ENSP00000400010,PTPRJ,0,1,1,0,0,0,0
COG5599,37,Metamonada,ENSP00000418112,PTPRG,0,0,1,0,0,0,0
COG5307,37,Metamonada,ENSP00000377280,FBXO8,0,0,0,0,0,0,1
COG0526,37,Metamonada,ENSP00000327801,P4HB,0,0,1,0,0,0,0
COG0526,37,Metamonada,ENSP00000393316,TMX1,0,0,1,0,0,0,0
COG1506,37,Metamonada,ENSP00000188790,FAP,0,0,0,1,0,0,0
COG1506,37,Metamonada,ENSP00000353731,DPP4,0,0,1,1,0,0,0
KOG1836,37,Metamonada,ENSP00000252999,LAMA5,0,0,1,0,0,0,0
KOG1836,37,Metamonada,ENSP00000258341,LAMC1,0,1,1,0,0,0,0
KOG0254,37,Metamonada,ENSP00000352216,SLC2A10,0,0,0,1,0,0,0
COG0584,37,Metamonada,ENSP00000414019,GDPD2,0,0,1,1,0,0,0
KOG0578,37,Metamonada,ENSP00000314067,PAK2,0,1,0,0,0,0,0
KOG0578,37,Metamonada,ENSP00000469413,PAK4,0,1,1,0,0,0,0
COG1163,37,Metamonada,ENSP00000329715,DRG1,0,0,0,0,0,0,1
KOG0266,37,Metamonada,ENSP00000431926,AMBRA1,0,0,1,0,0,0,0
COG0664,37,Metamonada,ENSP00000363092,PRKG1,0,0,1,0,0,0,0
COG0664,37,Metamonada,ENSP00000376475,PRKAR1A,0,0,1,0,0,0,0
COG0369,37,Metamonada,ENSP00000327251,NOS2,0,0,0,0,0,0,1
COG0225,37,Metamonada,ENSP00000313921,MSRA,0,0,0,0,0,0,1
KOG0078,37,Metamonada,ENSP00000264710,RAB10,0,0,1,0,0,0,0
KOG0078,37,Metamonada,ENSP00000357564,RAB13,0,1,0,0,0,0,0
KOG0078,37,Metamonada,ENSP00000361716,RAB40A,0,1,0,0,0,0,0
KOG0078,37,Metamonada,ENSP00000438492,RAB40C,0,1,1,0,0,0,0
KOG0032,37,Metamonada,ENSP00000386135,DAPK1,0,0,0,0,0,0,1
KOG0032,37,Metamonada,ENSP00000442973,DAPK3,0,1,1,0,0,0,0
COG2940,37,Metamonada,ENSP00000313983,WHSC1L1,0,0,0,0,0,0,1
COG2940,37,Metamonada,ENSP00000320147,EZH2,0,0,0,0,1,0,0
KOG1217,37,Metamonada,ENSP00000254958,JAG1,0,0,1,0,0,0,0
KOG1217,37,Metamonada,ENSP00000277541,NOTCH1,0,0,1,0,0,0,0
KOG1217,37,Metamonada,ENSP00000309953,EFEMP2,0,0,1,1,0,0,0
KOG1217,37,Metamonada,ENSP00000325527,FBN1,0,0,1,0,0,0,0
KOG1217,37,Metamonada,ENSP00000331544,FBLN1,0,0,1,0,0,0,0
KOG1217,37,Metamonada,ENSP00000345008,FBLN5,0,0,0,1,0,0,0
KOG1217,37,Metamonada,ENSP00000364163,NOTCH4,0,0,1,0,0,0,0
KOG3911,37,Metamonada,ENSP00000339145,RRP1B,0,0,0,0,0,0,1
COG2036,37,Metamonada,ENSP00000417404,HFE,0,0,1,0,0,0,0
COG0666,37,Metamonada,ENSP00000379975,ILK,0,0,1,0,0,0,0
COG0666,37,Metamonada,ENSP00000382379,ANKRD28,0,1,1,0,0,0,0
COG0666,37,Metamonada,ENSP00000418915,CDKN2A,0,0,1,0,0,0,1
COG0666,37,Metamonada,ENSP00000477725,KANK1,0,0,1,0,0,0,0
COG0572,37,Metamonada,ENSP00000344456,CTNNB1,0,1,1,0,1,0,0
COG0572,37,Metamonada,ENSP00000377508,JUP,0,1,1,0,0,0,1
COG4886,37,Metamonada,ENSP00000216241,CHADL,0,0,0,1,0,0,0
COG4886,37,Metamonada,ENSP00000278198,LRRC4C,0,0,1,0,0,0,0
COG4886,37,Metamonada,ENSP00000302621,LRG1,0,0,1,0,1,0,0
COG4886,37,Metamonada,ENSP00000306864,VASN,0,0,0,0,1,0,0
COG4886,37,Metamonada,ENSP00000355187,LRRTM3,0,1,0,0,0,0,0
COG4886,37,Metamonada,ENSP00000360597,LRRC26,0,0,0,0,0,0,1
COG4886,37,Metamonada,ENSP00000367154,RSU1,0,0,1,0,0,0,0
COG4886,37,Metamonada,ENSP00000422591,SLIT2,0,0,0,0,0,0,1
COG5040,37,Metamonada,ENSP00000306330,YWHAG,0,0,1,0,0,0,0
COG5040,37,Metamonada,ENSP00000340989,SFN,0,0,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000245304,RAP2A,0,1,0,0,0,0,0
COG1100,37,Metamonada,ENSP00000246792,RRAS,0,0,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000249071,RAC2,0,0,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000250559,RAP1B,0,1,0,0,0,0,0
COG1100,37,Metamonada,ENSP00000285735,RHOC,0,1,0,0,0,0,0
COG1100,37,Metamonada,ENSP00000304283,RAC3,0,0,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000308576,RHOD,0,1,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000339467,RHOG,0,1,0,0,0,0,0
COG1100,37,Metamonada,ENSP00000348461,RAC1,0,1,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000355652,RHOU,0,1,0,0,0,0,0
COG1100,37,Metamonada,ENSP00000358723,RAP1A,0,1,0,0,0,0,0
COG1100,37,Metamonada,ENSP00000364886,RND3,0,0,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000371219,RHOH,0,0,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000383118,CDC42,0,0,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000400175,RHOA,0,1,1,0,0,0,0
COG1100,37,Metamonada,ENSP00000427926,RHOBTB2,0,0,0,0,0,0,1
COG5277,37,Metamonada,ENSP00000349960,ACTB,0,1,0,0,0,0,0
COG5277,37,Metamonada,ENSP00000458162,ACTG1,0,1,1,0,0,0,0
COG0456,37,Metamonada,ENSP00000417763,NAA10,0,0,0,0,0,0,1
COG4870,37,Metamonada,ENSP00000357981,CTSS,0,0,0,1,0,0,0
KOG0616,37,Metamonada,ENSP00000309591,PRKACA,0,1,0,0,0,0,0
KOG4308,37,Metamonada,ENSP00000433999,RNH1,0,0,0,0,0,0,1
KOG1109,37,Metamonada,ENSP00000262291,VMP1,0,0,0,0,0,0,1
KOG3205,37,Metamonada,ENSP00000228945,ARHGDIB,0,0,0,0,0,0,1
KOG3205,37,Metamonada,ENSP00000269321,ARHGDIA,0,0,0,0,0,0,1
COG0005,37,Metamonada,ENSP00000354532,PNP,0,0,1,0,0,0,0
KOG0584,37,Metamonada,ENSP00000341292,WNK1,0,0,1,0,0,0,0
